country,lrscale,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,imtcjob,rlgueim,gndr,agea,ipeqopt,ipfrule,ipudrst,ipmodst,ipbhprp,impenv,imptrad,edu
CZ,6,2,2,2,5,5,5,7,7,1,73,6,6,6,6,6,5,6,0
CZ,3,2,1,1,10,10,10,10,10,2,57,5,5,5,5,5,5,5,0
CZ,5,2,2,2,10,6,9,10,7,2,46,6,6,5,6,6,5,4,0
CZ,5,3,3,2,7,7,7,6,7,1,56,4,6,5,5,5,6,4,0
CZ,1,2,1,1,10,7,8,5,6,2,73,5,5,2,4,2,5,3,0
CZ,9,2,1,2,9,8,8,8,8,2,70,5,5,5,3,5,5,5,1
CZ,2,2,3,2,7,7,7,5,10,1,67,4,4,4,4,4,5,4,0
CZ,5,3,2,2,5,7,7,7,5,1,71,4,4,4,4,5,5,4,1
CZ,6,2,2,2,7,6,7,5,5,2,45,4,4,5,4,4,5,4,1
CZ,7,2,2,2,7,4,3,6,6,2,38,4,4,5,3,4,5,3,1
CZ,8,1,1,1,9,7,8,8,6,2,35,4,3,4,4,5,5,4,0
CZ,5,1,1,1,7,5,6,7,5,1,31,4,2,4,4,4,6,3,0
CZ,6,2,2,2,8,8,6,5,3,1,44,4,5,5,4,5,4,3,0
CZ,5,3,3,2,7,6,4,6,5,1,68,5,4,4,5,4,4,3,0
CZ,5,1,1,1,10,10,10,10,10,1,21,4,4,4,4,5,4,5,0
CZ,5,2,2,2,5,5,5,5,5,1,22,4,4,4,3,4,4,5,0
CZ,4,1,1,1,7,7,7,7,7,1,55,4,4,4,4,5,4,6,0
CZ,5,2,2,2,7,7,7,7,7,1,70,5,4,5,5,6,4,6,0
CZ,5,3,1,1,5,6,7,5,5,2,63,5,5,4,5,5,5,5,0
CZ,3,1,1,1,10,10,10,10,10,2,59,5,5,5,5,5,5,5,0
CZ,5,3,1,1,5,5,5,5,6,2,36,5,5,4,5,6,5,6,0
CZ,3,3,1,1,4,5,5,5,4,2,45,5,5,5,5,5,5,5,1
CZ,2,3,1,2,5,6,5,5,5,2,64,5,5,4,5,5,5,5,0
CZ,3,2,2,2,6,6,7,6,5,2,40,2,3,2,5,4,3,2,0
CZ,6,2,2,2,6,6,6,6,6,1,24,5,4,4,3,4,4,5,0
CZ,5,1,1,1,10,10,10,10,10,2,45,4,4,4,4,5,5,6,0
CZ,5,1,1,1,10,10,10,10,10,1,45,4,4,4,3,4,4,6,0
CZ,3,2,2,2,5,5,5,6,6,2,61,6,6,6,6,6,6,6,0
CZ,5,3,1,1,2,6,5,5,6,2,27,5,5,5,5,6,4,4,0
CZ,5,2,2,2,3,5,5,5,0,2,43,5,5,6,5,5,5,5,1
CZ,4,1,1,1,10,10,10,10,10,1,51,4,4,4,3,5,4,6,0
CZ,4,2,2,2,6,6,6,7,7,1,43,4,4,5,4,5,5,5,0
CZ,5,1,1,1,10,10,10,10,10,1,66,5,6,6,5,6,5,6,0
CZ,1,2,2,2,5,5,5,5,5,2,18,4,5,4,4,4,5,5,0
CZ,1,3,3,3,5,5,6,5,5,2,17,6,6,4,4,4,4,6,0
CZ,5,3,3,2,0,5,5,10,5,1,18,6,6,6,6,1,6,2,0
CZ,5,1,1,1,10,10,10,10,10,1,45,4,4,4,3,4,4,5,0
CZ,6,2,2,2,5,5,5,7,7,2,43,4,4,4,3,5,5,6,0
CZ,5,1,1,1,7,7,7,7,7,1,24,4,4,4,3,4,4,5,0
CZ,5,2,2,2,5,5,5,5,5,1,65,5,5,5,5,6,6,6,0
CZ,4,1,1,1,7,7,7,7,7,1,50,4,4,4,3,4,5,6,0
CZ,7,3,3,3,5,5,5,5,5,2,70,5,6,5,3,5,5,5,1
CZ,5,2,2,2,5,5,5,5,5,1,73,4,5,4,4,6,5,6,0
CZ,5,1,1,1,5,5,5,5,5,2,31,4,4,4,4,4,4,6,0
CZ,3,4,2,2,3,8,5,9,6,2,66,5,5,5,5,5,4,5,0
CZ,3,2,1,2,5,7,6,5,5,2,69,4,2,4,5,4,5,5,0
CZ,3,2,2,2,6,6,6,6,6,1,69,5,5,5,5,6,5,6,0
CZ,3,3,3,3,6,6,7,5,5,2,63,6,5,5,5,6,5,4,0
CZ,5,3,3,3,4,6,6,5,5,2,55,5,5,4,5,6,5,4,0
CZ,5,3,3,3,4,4,4,5,5,2,18,4,4,4,4,5,5,4,0
CZ,6,3,1,3,4,5,6,4,5,2,35,5,4,5,5,5,5,5,0
CZ,5,1,1,1,5,5,5,10,6,2,49,5,5,4,5,6,4,4,0
CZ,5,2,2,2,2,5,5,5,5,1,47,4,4,6,6,6,6,6,0
CZ,5,1,1,1,9,9,8,10,5,2,69,4,4,2,6,2,4,5,0
CZ,5,2,2,2,5,5,5,6,7,1,60,4,4,4,3,5,4,6,0
CZ,4,2,2,2,5,5,5,5,5,1,61,6,4,4,4,6,6,6,0
CZ,5,2,2,2,5,5,5,6,6,1,41,4,4,4,4,5,5,5,0
CZ,5,1,1,1,10,10,10,10,10,1,42,4,4,4,3,4,4,5,0
CZ,2,4,2,2,5,8,6,5,9,2,37,5,5,5,4,5,6,5,0
CZ,1,2,1,1,7,8,6,8,10,2,46,5,4,5,5,5,5,6,0
CZ,5,1,1,1,4,5,6,5,5,2,47,5,5,5,6,4,6,5,0
CZ,4,3,2,2,4,5,5,5,8,1,45,5,5,5,4,4,4,2,0
CZ,6,1,1,2,5,7,8,6,6,2,60,5,4,5,3,5,5,2,0
CZ,6,2,1,1,6,6,4,5,4,2,65,4,3,5,5,3,3,2,0
CZ,5,3,1,2,7,10,7,8,10,1,52,4,4,4,3,3,5,4,0
CZ,3,2,1,2,7,10,5,7,10,2,47,5,4,4,5,5,5,4,0
CZ,5,2,2,2,5,5,5,5,4,1,52,5,3,3,3,3,5,4,0
CZ,2,1,1,1,4,9,7,9,7,1,51,6,5,4,3,5,6,3,0
CZ,10,1,1,1,8,9,6,10,10,2,39,3,4,6,5,6,5,4,0
CZ,6,3,3,3,8,7,4,7,7,2,38,4,5,5,4,6,5,4,1
CZ,6,2,1,2,8,7,6,7,2,2,25,4,6,6,3,6,5,6,0
CZ,5,3,3,3,7,6,7,2,6,1,28,6,6,6,3,6,6,6,0
CZ,7,2,3,1,3,7,5,7,4,2,50,2,3,3,3,3,4,3,0
CZ,3,2,2,2,7,6,6,6,6,1,66,5,4,5,4,4,5,3,0
CZ,1,2,2,3,7,7,6,5,5,2,38,5,4,6,4,4,4,1,0
CZ,5,2,2,2,5,5,5,5,5,1,43,4,4,4,3,5,5,5,0
CZ,5,1,1,1,7,7,7,7,7,1,55,6,4,4,4,6,4,6,0
CZ,5,1,1,1,7,7,7,7,7,2,21,4,4,4,3,4,4,5,0
CZ,4,2,2,2,7,7,7,7,7,1,66,5,4,4,4,5,4,6,0
CZ,4,2,2,2,5,5,5,5,5,2,33,4,5,5,3,5,4,5,0
CZ,6,2,2,2,5,5,5,5,5,1,50,4,4,4,3,4,3,5,0
CZ,5,2,2,2,5,5,5,5,5,1,51,4,4,4,3,4,4,5,0
CZ,0,2,2,2,5,5,5,6,5,2,64,5,5,5,5,6,4,6,0
CZ,5,1,1,1,10,10,10,10,10,1,62,4,4,4,4,4,4,5,0
CZ,3,2,2,2,5,5,5,5,5,2,64,4,5,5,5,6,4,6,0
CZ,5,2,2,2,5,5,5,5,5,1,59,4,5,4,4,5,4,6,0
CZ,5,2,2,2,5,5,5,5,5,1,54,4,4,4,3,4,4,5,0
CZ,5,1,1,1,8,8,8,8,8,1,24,4,4,4,3,5,4,5,0
CZ,5,2,2,3,5,5,5,9,8,2,37,5,5,4,5,5,6,6,1
CZ,5,2,1,1,5,5,5,8,5,2,43,5,2,4,4,5,4,5,0
CZ,5,3,3,3,3,5,5,4,5,2,60,6,3,6,5,5,6,5,0
CZ,3,3,2,2,5,5,5,5,5,2,67,5,5,3,5,5,4,6,0
CZ,5,4,3,2,3,5,5,8,7,1,65,2,2,2,2,2,3,6,0
CZ,5,3,3,3,5,5,5,5,5,1,41,4,2,3,3,2,5,4,0
CZ,5,2,1,1,5,5,5,5,4,2,55,2,3,6,5,6,5,3,0
CZ,4,3,3,2,5,6,7,5,5,2,45,4,3,5,5,5,5,5,0
CZ,5,1,3,3,10,5,8,10,7,1,56,3,6,2,5,5,4,1,0
CZ,5,2,3,2,5,3,6,6,5,2,35,5,4,5,5,5,5,5,0
CZ,3,3,1,2,7,7,7,5,5,2,50,5,4,5,5,4,5,5,1
CZ,1,2,3,2,3,4,4,4,6,2,58,5,5,5,5,5,5,4,0
CZ,4,2,3,1,9,8,8,5,9,2,37,5,4,5,5,5,5,5,0
CZ,4,2,1,1,8,5,7,7,5,1,39,5,5,3,5,5,5,5,0
CZ,3,2,1,3,5,5,5,10,7,2,60,5,5,5,2,5,6,5,0
CZ,5,3,3,3,8,5,5,8,5,2,52,5,5,5,5,5,5,5,0
CZ,5,1,1,1,9,9,9,9,9,1,39,4,4,4,3,4,4,5,0
CZ,5,2,2,2,5,6,5,5,5,1,25,4,4,4,3,4,4,5,0
CZ,3,2,2,2,5,6,5,5,6,1,71,4,5,4,4,6,4,6,0
CZ,3,2,2,2,5,5,5,5,5,1,64,5,4,4,4,5,4,6,0
CZ,5,2,2,2,5,5,5,5,5,1,22,4,4,4,3,4,4,5,0
CZ,5,1,1,1,5,5,5,5,5,1,45,4,4,4,4,5,3,5,0
CZ,5,2,2,2,5,5,5,5,5,2,24,4,4,4,3,4,5,6,0
CZ,4,2,2,2,5,5,5,5,5,1,50,4,4,4,4,5,3,5,0
CZ,3,2,2,2,5,6,6,6,6,1,65,5,4,4,4,6,5,6,0
CZ,5,2,2,2,5,5,5,5,5,1,22,5,4,4,3,5,3,5,0
CZ,5,2,2,2,5,6,5,6,6,1,41,4,4,4,4,4,4,6,0
CZ,6,2,2,2,5,6,6,6,7,2,45,5,4,4,4,5,4,6,0
CZ,8,3,2,2,10,8,5,5,6,2,22,5,5,5,4,5,5,4,0
CZ,5,3,2,1,7,5,5,5,7,2,40,5,4,5,5,6,6,5,0
CZ,4,1,1,1,9,9,9,7,7,1,51,6,5,4,4,6,3,6,0
CZ,5,2,2,3,5,5,5,3,5,2,73,6,6,5,5,6,6,6,0
CZ,0,2,2,2,5,5,5,10,10,1,65,6,6,5,5,6,4,6,0
CZ,4,2,3,2,6,5,5,7,5,2,69,5,6,4,4,6,6,6,0
CZ,6,1,1,1,6,10,9,7,8,1,52,4,5,3,5,3,5,3,0
CZ,3,2,1,1,7,7,6,6,5,2,35,3,5,6,4,5,4,4,0
CZ,1,3,1,1,9,8,9,8,8,2,59,5,5,5,5,5,4,5,0
CZ,3,2,1,1,8,8,7,5,7,2,40,4,4,4,4,4,4,3,0
CZ,5,1,1,1,9,8,7,10,10,1,28,6,4,4,6,6,6,3,0
CZ,5,1,1,1,8,10,8,10,10,1,36,5,4,4,4,5,5,1,0
CZ,5,2,2,1,5,5,5,10,10,2,27,5,5,5,4,4,5,5,0
CZ,4,2,2,2,5,5,4,2,6,2,62,2,6,5,5,4,5,2,1
CZ,6,2,3,3,8,9,8,8,7,2,54,5,5,5,3,4,5,2,1
CZ,9,3,3,3,4,4,3,3,5,2,51,5,5,5,4,5,6,5,1
CZ,3,2,2,2,7,6,7,7,8,2,58,6,5,6,6,2,4,3,1
CZ,8,3,3,2,5,4,5,2,5,2,28,6,5,6,4,4,4,3,1
CZ,5,3,3,3,5,5,6,5,5,1,46,4,2,4,5,5,5,2,0
CZ,9,3,3,3,2,5,5,2,5,1,59,3,5,4,5,5,5,4,1
CZ,6,3,2,2,5,3,5,5,3,2,53,5,5,5,5,5,6,6,1
CZ,9,3,3,3,4,4,5,4,6,2,57,6,5,5,5,6,5,5,1
CZ,5,3,3,3,6,5,5,5,5,2,55,5,6,5,4,6,6,6,0
CZ,7,3,2,3,6,8,10,7,8,1,42,5,5,5,6,6,6,6,1
CZ,6,2,1,1,10,9,5,10,9,2,68,6,5,5,5,6,6,6,0
CZ,5,3,3,3,5,2,2,5,3,2,58,5,4,5,4,4,6,6,0
CZ,6,2,3,3,8,8,3,8,6,2,20,6,4,4,5,6,6,6,0
CZ,5,1,1,1,8,6,5,7,8,2,66,5,5,4,5,6,6,6,0
CZ,5,1,1,1,9,8,7,10,7,2,39,5,3,4,3,5,6,6,0
CZ,5,3,3,3,6,3,5,5,9,2,60,4,4,5,4,5,6,6,0
CZ,5,3,2,2,5,5,5,5,8,2,53,4,4,5,4,4,6,6,0
CZ,5,3,1,1,8,9,8,10,8,2,59,3,5,4,4,5,5,3,0
CZ,5,2,1,1,9,5,4,10,6,1,68,6,3,5,5,6,6,4,0
CZ,2,2,3,1,8,6,7,8,6,1,70,5,6,4,5,5,6,5,0
CZ,5,3,2,2,5,6,6,3,7,2,70,5,4,5,4,5,6,6,0
CZ,7,2,2,1,6,9,5,5,3,1,52,6,6,6,6,5,6,5,0
CZ,2,3,3,1,6,5,6,5,5,1,41,3,3,4,5,2,5,4,0
CZ,0,2,1,1,7,4,6,8,2,2,64,6,5,5,4,5,5,6,0
CZ,3,4,4,3,7,7,5,8,3,1,45,5,2,5,6,4,2,5,0
CZ,0,3,3,3,8,3,3,7,9,1,40,4,5,4,5,5,5,2,0
CZ,0,1,1,1,8,7,8,9,8,2,52,5,5,6,4,5,4,6,0
CZ,7,2,1,2,7,6,6,9,10,2,40,6,6,6,6,6,6,6,0
CZ,0,1,1,1,10,10,10,9,10,2,31,6,6,6,4,5,5,4,1
CZ,8,1,1,1,8,8,8,8,8,2,56,5,5,4,4,6,5,5,0
CZ,4,2,2,2,7,6,7,7,6,1,58,6,6,4,4,4,5,6,0
CZ,0,1,1,1,9,8,10,9,8,2,69,4,4,5,3,6,5,3,0
CZ,4,2,1,3,2,0,3,4,0,2,58,4,4,2,2,5,2,5,0
CZ,0,1,1,1,9,10,8,9,8,2,58,2,4,4,5,4,5,2,0
CZ,2,2,2,2,7,6,8,9,8,2,68,4,2,2,1,4,2,6,0
CZ,8,3,3,3,2,4,5,1,2,2,48,6,4,4,6,4,6,6,0
CZ,2,1,1,1,7,8,8,10,9,2,21,6,6,4,4,6,6,2,0
CZ,6,1,1,1,9,10,8,10,10,1,37,4,3,4,6,3,6,1,0
CZ,5,3,2,2,6,2,6,6,9,2,58,1,5,4,4,5,5,6,0
CZ,10,2,2,1,7,9,7,6,6,2,20,6,5,5,3,6,5,5,0
CZ,5,1,1,1,8,10,7,7,8,2,35,5,6,5,6,6,4,1,0
CZ,5,1,1,1,10,9,9,8,8,1,22,4,5,5,4,3,4,1,0
CZ,0,2,2,2,8,8,8,7,8,1,73,3,4,5,4,5,4,6,0
CZ,1,3,3,3,6,4,4,8,8,2,53,4,4,5,4,5,6,1,0
CZ,4,3,3,2,2,2,3,3,7,2,26,4,4,6,5,3,5,4,0
CZ,5,1,1,1,10,8,8,10,10,2,23,5,5,5,2,5,5,2,0
CZ,1,2,1,1,8,6,10,8,10,1,61,5,5,2,4,4,3,2,0
CZ,4,4,3,3,2,5,3,5,4,2,22,5,5,5,4,6,6,3,0
CZ,5,1,1,1,10,10,10,10,10,1,25,4,4,4,3,4,3,5,0
CZ,5,2,1,1,8,8,7,9,7,2,68,4,6,5,4,5,6,6,0
CZ,5,2,2,2,5,5,5,5,5,1,40,5,4,4,4,5,4,5,0
CZ,10,2,2,1,8,6,7,5,5,2,73,4,6,5,2,6,6,5,1
DE,4,4,3,3,5,3,2,6,5,1,52,6,4,5,4,5,5,5,0
DE,5,3,3,2,10,8,10,10,8,2,52,5,5,5,5,5,5,6,0
DE,6,4,4,4,4,2,4,4,4,1,62,6,2,5,5,5,5,3,0
DE,5,4,3,3,5,4,5,5,5,2,62,5,5,5,5,4,6,5,0
DE,5,4,4,4,5,1,2,4,2,2,20,5,3,5,4,1,4,5,0
DE,2,4,4,4,2,1,1,2,3,1,49,6,1,6,4,2,4,1,1
DE,3,4,4,4,2,1,1,2,3,1,63,6,4,5,4,3,5,3,1
DE,5,3,3,3,8,5,5,7,5,2,32,4,4,5,4,4,5,5,0
DE,4,4,4,3,2,0,1,0,0,1,15,6,2,6,5,6,5,1,0
DE,4,4,3,2,4,6,5,5,7,2,41,4,1,6,4,6,4,5,0
DE,3,4,4,4,5,3,3,5,3,2,78,5,3,5,5,5,5,4,1
DE,7,4,4,4,2,1,2,3,2,1,54,5,2,5,4,3,5,5,0
DE,6,4,4,4,4,4,5,3,4,1,75,6,3,5,5,5,6,5,0
DE,2,4,4,3,5,0,5,5,8,1,57,6,5,6,4,2,6,5,0
DE,2,4,4,4,2,3,2,3,5,1,35,5,2,5,4,4,4,2,1
DE,2,4,4,4,2,2,2,5,0,2,25,5,5,5,4,5,5,5,1
DE,5,2,2,2,7,6,6,5,5,2,48,4,2,4,3,4,6,6,1
DE,7,3,2,1,6,5,6,4,6,1,33,6,5,5,2,5,5,5,0
DE,4,2,2,2,8,4,4,2,5,2,43,5,1,5,4,2,3,4,1
DE,5,3,2,2,4,5,7,7,7,1,15,4,1,3,3,3,4,4,0
DE,5,3,2,2,5,6,7,5,7,1,55,5,4,3,6,4,5,5,0
DE,8,3,3,3,1,1,1,5,2,1,62,5,4,5,4,4,4,5,0
DE,3,3,3,3,3,2,4,5,7,2,50,6,4,6,5,4,6,1,0
DE,3,4,4,2,5,2,4,4,5,1,72,5,1,5,2,5,6,4,1
DE,4,2,2,2,6,6,6,7,5,1,16,4,3,4,4,4,3,1,0
DE,4,4,3,4,0,2,1,2,3,2,16,6,1,6,6,2,6,3,0
DE,3,4,4,4,2,0,0,5,2,2,46,5,3,5,5,2,5,4,0
DE,2,4,4,2,4,0,5,4,0,2,20,6,2,5,5,3,6,3,0
DE,2,4,4,3,4,5,6,4,6,2,59,6,4,6,4,2,5,3,0
DE,6,4,3,3,5,4,7,3,3,2,66,5,5,5,5,5,5,5,1
DE,5,3,3,2,6,4,6,2,3,2,63,5,5,5,5,4,5,4,0
DE,3,4,3,3,5,0,1,2,1,2,44,5,3,5,4,4,5,5,0
DE,3,4,4,4,3,3,3,2,5,2,63,4,3,5,3,4,5,3,1
DE,7,4,2,2,5,0,5,2,0,2,81,6,3,6,4,4,5,4,0
DE,4,4,4,4,7,3,5,5,5,2,26,6,5,5,2,5,4,3,0
DE,10,4,4,4,5,5,3,2,5,2,69,6,5,5,5,5,5,5,0
DE,7,4,4,2,1,2,3,10,6,1,34,3,3,1,6,5,5,4,0
DE,3,4,4,4,0,0,0,5,2,1,54,6,3,5,3,4,6,4,0
DE,6,3,3,3,2,2,2,2,2,1,74,6,6,6,6,6,6,6,0
DE,1,4,3,2,5,6,5,4,5,2,16,5,4,4,4,5,4,3,0
DE,7,3,3,3,5,5,5,5,5,1,35,4,5,2,5,3,3,5,0
DE,5,4,4,3,5,6,6,4,7,2,20,5,4,5,6,5,3,5,0
DE,3,4,4,4,3,0,5,2,4,1,25,5,3,5,2,2,4,4,0
DE,6,3,2,2,3,5,5,2,6,1,79,6,6,6,5,6,6,5,0
DE,4,4,3,3,2,4,5,1,3,1,47,6,4,4,2,4,6,5,0
DE,4,3,3,2,3,4,3,5,6,1,22,4,3,4,2,4,4,2,0
DE,7,3,3,2,7,8,8,4,7,1,67,5,5,5,5,6,5,5,0
DE,4,4,4,3,0,3,3,3,5,1,56,5,4,5,4,4,4,3,1
DE,5,3,3,2,7,3,5,8,6,2,50,3,2,5,5,3,5,5,0
DE,4,4,4,4,3,3,5,5,7,1,28,5,5,2,4,5,4,4,0
DE,5,3,3,2,3,2,2,0,2,2,69,6,5,4,4,3,5,5,1
DE,1,3,3,2,7,3,2,0,3,1,51,6,6,5,4,5,6,5,0
DE,3,3,3,3,4,3,5,1,5,1,33,5,4,5,4,5,6,4,1
DE,8,4,3,3,2,5,4,5,5,1,80,6,6,6,6,6,5,6,0
DE,4,3,3,3,0,2,4,1,5,2,56,6,1,6,2,3,5,1,1
DE,5,3,3,3,3,3,5,5,5,2,30,5,2,5,5,3,5,4,1
DE,5,3,3,3,7,1,5,5,4,2,25,6,3,3,3,2,4,3,0
DE,7,4,4,3,2,1,2,3,4,1,28,5,3,4,4,4,5,5,1
DE,3,3,3,3,5,2,5,5,3,1,46,5,3,5,5,3,5,2,0
DE,5,3,2,2,6,5,6,5,7,2,75,5,2,5,5,2,5,4,0
DE,5,4,3,1,5,0,5,6,5,1,64,6,3,5,4,6,6,2,0
DE,5,4,3,3,2,2,3,3,2,1,76,5,6,6,5,6,6,6,0
DE,1,1,1,2,10,9,10,5,5,1,43,1,1,1,1,1,1,1,0
DE,7,2,2,2,0,0,0,4,2,2,76,4,1,5,3,5,5,2,0
DE,3,3,3,2,5,3,5,5,2,2,26,5,4,5,4,2,3,5,0
DE,5,3,3,2,5,8,7,5,7,1,40,5,4,6,5,6,5,5,0
DE,4,3,2,3,5,7,6,2,6,2,64,5,5,5,5,5,5,5,0
DE,3,3,2,3,5,4,7,6,10,1,78,6,2,5,5,4,5,6,0
DE,5,2,2,1,7,9,9,6,7,1,48,5,5,5,5,5,5,5,0
DE,6,4,4,3,3,3,3,5,5,1,51,6,5,5,5,5,6,5,0
DE,7,4,3,3,2,2,4,7,5,2,53,5,4,5,4,4,6,5,0
DE,0,3,2,1,10,5,6,5,4,2,71,5,4,5,6,4,5,4,0
DE,2,3,3,2,2,5,5,5,8,1,20,6,4,5,5,5,5,4,0
DE,5,2,1,2,6,4,7,9,5,2,54,5,6,5,3,5,4,6,0
DE,3,3,1,1,4,3,4,6,3,1,17,5,2,5,4,4,5,3,0
DE,4,3,3,3,2,2,5,5,5,1,48,5,5,4,5,4,5,5,0
DE,0,4,3,3,3,3,3,4,2,1,58,5,4,5,6,6,6,5,0
DE,5,3,2,2,5,8,7,6,10,1,64,3,2,2,2,3,4,2,0
DE,5,4,2,2,1,0,5,4,5,1,55,6,6,6,6,6,6,6,1
DE,5,2,2,2,9,10,10,10,8,2,57,3,3,2,6,2,5,6,0
DE,4,1,1,1,3,2,5,5,6,2,51,6,2,6,5,4,5,4,0
DE,5,3,3,3,7,3,6,6,5,2,57,6,4,6,5,2,6,5,0
DE,7,2,2,2,3,3,3,3,4,1,33,5,4,5,5,5,5,3,0
DE,4,4,4,4,3,2,3,5,2,1,33,6,3,5,3,4,4,4,0
DE,2,3,3,3,3,3,3,3,2,2,64,5,2,5,3,2,6,3,0
DE,6,4,3,3,1,1,2,5,0,1,73,5,6,6,6,6,6,2,1
DE,3,4,4,4,2,0,3,3,3,1,40,6,4,5,5,4,6,2,0
DE,1,4,4,3,2,2,4,2,5,2,70,6,5,5,5,6,6,5,1
DE,6,3,3,2,4,9,7,4,8,2,34,6,6,6,4,6,6,5,1
DE,3,3,2,2,8,2,5,9,5,2,37,6,5,5,5,5,6,2,0
DE,2,3,3,3,2,2,5,2,4,2,63,6,5,6,6,4,6,2,0
DE,7,3,3,1,8,8,10,6,10,1,78,5,4,5,2,5,5,5,0
DE,6,3,3,1,7,5,10,8,6,2,72,4,3,6,5,4,4,5,0
DE,5,3,2,3,5,5,5,5,5,2,86,4,2,4,6,5,6,4,0
DE,3,4,4,3,2,0,5,5,0,2,22,6,4,6,3,6,6,3,0
DE,6,3,3,3,3,2,3,6,5,1,66,5,1,5,5,3,6,4,0
DE,5,3,3,4,3,1,1,5,3,2,28,6,5,5,5,5,6,4,1
DE,5,4,3,3,5,3,5,4,5,2,60,6,3,5,5,3,5,5,0
DE,5,3,3,3,4,5,5,2,4,1,31,6,5,4,4,5,5,3,0
DE,3,3,3,4,3,5,3,4,7,1,31,6,1,5,5,2,5,3,0
DE,5,3,2,2,7,4,7,5,5,2,50,5,2,3,5,5,5,3,0
DE,5,4,4,4,1,1,1,3,2,2,32,6,4,6,2,4,5,3,1
DE,6,4,3,2,3,3,4,2,2,2,23,5,3,5,4,3,3,4,0
DE,6,3,3,3,2,0,2,4,7,1,51,6,2,5,5,5,5,1,1
DE,5,2,2,2,8,7,8,6,5,2,56,6,4,6,4,5,5,5,0
DE,4,4,3,3,2,2,3,6,4,1,68,5,5,5,5,4,5,5,1
DE,7,3,3,2,3,5,5,5,6,1,22,4,4,5,6,4,4,5,0
DE,5,4,3,3,2,3,4,2,5,1,53,3,4,6,4,4,5,1,1
DE,4,3,3,3,2,2,2,2,2,1,75,5,5,5,5,5,5,5,0
DE,6,3,3,3,4,5,6,2,6,2,67,2,5,5,3,2,5,5,0
DE,5,3,3,3,3,2,3,3,3,1,26,4,4,5,5,5,4,5,0
DE,7,2,2,2,3,4,2,0,5,2,77,6,5,5,5,6,5,5,0
DE,3,4,3,3,3,5,7,6,4,2,75,6,5,5,4,5,4,6,0
DE,2,4,4,4,4,1,3,3,4,2,64,5,2,5,4,2,6,2,0
DE,6,4,3,3,2,3,5,6,6,1,33,6,5,4,6,4,6,2,0
DE,6,3,2,2,7,3,7,5,4,1,71,5,6,5,6,6,6,5,1
DE,4,4,2,3,0,0,5,2,7,1,68,3,5,5,3,3,3,1,1
DE,5,4,4,2,2,1,3,1,1,2,70,6,2,6,3,2,5,1,0
DE,5,4,3,3,3,2,2,3,2,1,40,5,2,5,5,4,5,5,0
DE,6,4,4,4,2,2,2,2,2,1,63,5,5,5,5,4,5,5,0
DE,4,4,4,4,0,0,0,2,3,1,32,5,3,5,5,3,6,4,1
DE,5,2,2,2,7,5,6,8,5,1,28,5,3,3,3,4,5,3,0
DE,4,3,3,2,5,4,6,5,5,2,50,5,3,5,5,3,6,5,0
DE,5,4,4,3,3,2,5,5,5,2,59,6,1,5,6,4,6,5,0
DE,3,4,4,4,3,4,5,5,6,1,30,5,5,6,5,4,6,2,0
DE,5,4,4,4,5,1,1,4,2,2,16,6,2,6,4,5,5,4,0
DE,2,4,4,4,1,0,1,0,5,2,70,6,2,4,2,2,4,2,1
DE,2,3,3,2,8,8,7,6,7,2,58,5,4,6,4,3,6,3,0
DE,5,4,4,4,2,2,3,2,5,2,62,6,2,6,6,4,6,6,1
DE,5,3,3,3,4,4,4,5,5,1,24,6,2,3,5,3,5,3,1
DE,6,3,3,2,5,1,3,5,3,1,49,5,5,5,4,4,6,5,0
DE,5,3,3,2,6,6,6,5,5,1,34,6,5,3,5,5,3,4,1
DE,3,3,2,2,5,3,6,4,4,2,19,6,5,5,4,4,6,5,0
DE,6,3,2,4,5,3,4,10,6,2,48,5,5,4,5,5,6,1,0
DE,3,4,3,3,3,2,8,4,2,2,87,5,2,5,5,2,5,5,0
DE,4,3,3,4,1,1,4,5,5,1,17,3,6,4,3,4,4,5,0
DE,10,1,1,1,10,10,10,10,8,2,50,6,6,4,6,6,6,6,0
DE,4,4,4,4,0,0,0,0,5,2,56,6,2,6,2,2,6,6,0
DE,3,4,4,4,2,0,5,4,5,2,55,6,2,6,5,5,6,4,1
DE,2,4,4,4,5,5,4,6,5,1,66,6,4,4,4,5,4,3,1
DE,8,4,3,3,4,4,4,3,3,1,65,5,5,5,4,5,6,5,1
DE,7,3,3,2,5,3,5,3,5,2,74,5,5,5,3,4,5,5,1
DE,5,4,2,3,10,4,2,0,4,1,53,6,3,6,3,6,6,6,1
DE,6,3,3,3,5,6,7,7,7,1,73,5,4,5,6,6,6,6,0
DE,4,4,4,3,2,2,2,2,3,1,47,5,3,5,5,3,5,4,0
DE,6,4,3,2,0,2,5,5,5,1,44,5,3,5,6,4,5,4,1
DE,4,2,2,2,8,10,10,10,10,2,36,5,5,5,5,6,6,6,0
DE,4,3,3,4,3,3,5,4,3,1,58,6,4,6,5,3,5,3,1
DE,8,2,2,1,10,8,5,8,3,1,28,3,2,4,3,1,2,5,0
DE,5,4,3,3,4,3,5,6,4,2,66,5,2,5,2,2,4,3,0
DE,4,4,4,3,1,3,4,2,2,2,45,5,4,5,5,5,5,5,1
DE,3,3,3,3,3,3,5,4,3,1,70,5,2,5,5,2,5,2,1
